-1.000000e+01	5.684420e+01	2.553543e+02
-9.900000e+00	5.107085e+01	-7.119816e+01
-9.800000e+00	4.260457e+01	-9.459934e+01
-9.700000e+00	3.215099e+01	-1.103289e+02
-9.600000e+00	2.053879e+01	-1.175688e+02
-9.500000e+00	8.637231e+00	-1.163055e+02
-9.400000e+00	-2.722316e+00	-1.072585e+02
-9.300000e+00	-1.281446e+01	-9.175065e+01
-9.200000e+00	-2.107245e+01	-7.153905e+01
-9.100000e+00	-2.712227e+01	-4.862270e+01
-9.000000e+00	-3.079699e+01	-2.504777e+01
-8.900000e+00	-3.213182e+01	-2.726778e+00
-8.800000e+00	-3.134234e+01	1.671360e+01
-8.700000e+00	-2.878910e+01	3.204554e+01
-8.600000e+00	-2.493323e+01	4.250776e+01
-8.500000e+00	-2.028755e+01	4.782625e+01
-8.400000e+00	-1.536798e+01	4.819077e+01
-8.300000e+00	-1.064940e+01	4.419325e+01
-8.200000e+00	-6.529332e+00	3.673724e+01
-8.100000e+00	-3.301950e+00	2.692887e+01
-8.000000e+00	-1.143557e+00	1.596080e+01
-7.900000e+00	-1.097890e-01	4.999732e+00
-7.800000e+00	-1.436103e-01	-4.912874e+00
-7.700000e+00	-1.092364e+00	-1.293955e+01
-7.600000e+00	-2.731521e+00	-1.850016e+01
-7.500000e+00	-4.792397e+00	-2.129755e+01
-7.400000e+00	-6.991030e+00	-2.131592e+01
-7.300000e+00	-9.055581e+00	-1.879477e+01
-7.200000e+00	-1.074998e+01	-1.418288e+01
-7.100000e+00	-1.189216e+01	-8.078375e+00
-7.000000e+00	-1.236566e+01	-1.161427e+00
-6.900000e+00	-1.212444e+01	5.873852e+00
-6.800000e+00	-1.119089e+01	1.238224e+01
-6.700000e+00	-9.647993e+00	1.782001e+01
-6.600000e+00	-7.626888e+00	2.178360e+01
-6.500000e+00	-5.291274e+00	2.403240e+01
-6.400000e+00	-2.820408e+00	2.449507e+01
-6.300000e+00	-3.922593e-01	2.326044e+01
-6.200000e+00	1.831681e+00	2.055523e+01
-6.100000e+00	3.718787e+00	1.671184e+01
-6.000000e+00	5.174048e+00	1.212985e+01
-5.900000e+00	6.144757e+00	7.235364e+00
-5.800000e+00	6.621121e+00	2.441755e+00
-5.700000e+00	6.633108e+00	-1.884750e+00
-5.600000e+00	6.244171e+00	-5.452161e+00
-5.500000e+00	5.542676e+00	-8.060803e+00
-5.400000e+00	4.632010e+00	-9.611673e+00
-5.300000e+00	3.620341e+00	-1.010526e+01
-5.200000e+00	2.610959e+00	-9.631823e+00
-5.100000e+00	1.693977e+00	-8.354842e+00
-5.000000e+00	9.399904e-01	-6.489641e+00
-4.900000e+00	3.960485e-01	-4.279599e+00
-4.800000e+00	8.407055e-02	-1.972197e+00
-4.700000e+00	1.609191e-03	2.029755e-01
-4.600000e+00	1.246656e-01	2.052521e+00
-4.500000e+00	4.121133e-01	3.432609e+00
-4.400000e+00	8.111875e-01	4.256725e+00
-4.300000e+00	1.263458e+00	4.497643e+00
-4.200000e+00	1.710716e+00	4.184026e+00
-4.100000e+00	2.100264e+00	3.392449e+00
-4.000000e+00	2.389206e+00	2.235980e+00
-3.900000e+00	2.547460e+00	8.506591e-01
-3.800000e+00	2.559338e+00	-6.187510e-01
-3.700000e+00	2.423709e+00	-2.032425e+00
-3.600000e+00	2.152853e+00	-3.267399e+00
-3.500000e+00	1.770229e+00	-4.226894e+00
-3.400000e+00	1.307474e+00	-4.846449e+00
-3.300000e+00	8.009397e-01	-5.096651e+00
-3.200000e+00	2.881438e-01	-4.982535e+00
-3.100000e+00	-1.955673e-01	-4.540023e+00
-3.000000e+00	-6.198607e-01	-3.829990e+00
-2.900000e+00	-9.615653e-01	-2.930713e+00
-2.800000e+00	-1.206003e+00	-1.929503e+00
-2.700000e+00	-1.347466e+00	-9.143323e-01
-2.600000e+00	-1.388870e+00	3.381142e-02
-2.500000e+00	-1.340704e+00	8.472405e-01
-2.400000e+00	-1.219422e+00	1.476137e+00
-2.300000e+00	-1.045476e+00	1.891134e+00
-2.200000e+00	-8.411949e-01	2.083882e+00
-2.100000e+00	-6.286999e-01	2.065729e+00
-2.000000e+00	-4.280492e-01	1.864819e+00
-1.900000e+00	-2.557361e-01	1.522015e+00
-1.800000e+00	-1.236462e-01	1.086098e+00
-1.700000e+00	-3.851651e-02	6.087473e-01
-1.600000e+00	-1.896714e-03	1.397505e-01
-1.500000e+00	-1.056641e-02	-2.771589e-01
-1.400000e+00	-5.732850e-02	-6.075316e-01
-1.300000e+00	-1.320727e-01	-8.283089e-01
-1.200000e+00	-2.229903e-01	-9.287297e-01
-1.100000e+00	-3.178187e-01	-9.100719e-01
-1.000000e+00	-4.050047e-01	-7.843645e-01
-9.000000e-01	-4.746916e-01	-5.722794e-01
-8.000000e-01	-5.194605e-01	-3.004683e-01
-7.000000e-01	-5.347852e-01	1.372214e-03
-6.000000e-01	-5.191861e-01	3.034217e-01
-5.000000e-01	-4.741009e-01	5.783908e-01
-4.000000e-01	-4.035079e-01	8.037025e-01
-3.000000e-01	-3.133604e-01	9.630522e-01
-2.000000e-01	-2.108975e-01	1.047272e+00
-1.000000e-01	-1.039060e-01	1.054488e+00
